	0.165625	0.009375	0.65
gmuhoops	0.0	0.0	1.0
scolding	0.0	0.5	0.0
14-14	0.0	0.0	1.0
verumserum	0.0	0.5	0.0
armbar	0.5	0.0	0.0
tale	0.0	0.0	1.0
serenawilliams	0.5	0.0	0.0
switch	0.25	0.25	0.0
jail	0.0625	0.333333333333	0.333333333333
thisisme	0.0	0.0	1.0
unleash	0.0	0.5	0.0
basket	0.0	0.0	1.0
tall	0.166666666667	0.166666666667	0.333333333333
fekken	0.0	0.0	1.0
jetsnation	0.5	0.0	0.0
churchflow	0.0	0.0	1.0
talk	0.130136986301	0.0684931506849	0.602739726027
serge	0.0	0.0	1.0
cute	0.65	0.0	0.2
!!.	0.0	0.0	1.0
shoes	0.2	0.2	0.2
canberra	0.166666666667	0.0	0.666666666667
rossomando	0.0	0.0	1.0
grambling	0.0	0.0	1.0
nuts	0.5	0.0	0.0
klove	0.0	0.0	1.0
iidontrespectit	0.0	0.5	0.0
wishing	0.5	0.1875	0.0
camurphy	0.0	0.0	1.0
o's	0.333333333333	0.0	0.333333333333
matchups	0.0	0.0	1.0
half-inch	0.0	0.0	1.0
kimmel	0.166666666667	0.0	0.666666666667
lyric	0.25	0.0	0.5
terrace	0.5	0.0	0.0
^___^	0.0	0.0	1.0
pitch	0.0909090909091	0.0909090909091	0.636363636364
peterson	0.0555555555556	0.0555555555556	0.777777777778
natalie's	0.0	0.0	1.0
jowyang	0.0	0.0	1.0
tuptuppalace	0.5	0.0	0.0
nugent's	0.5	0.0	0.0
hirst	0.0	0.0	1.0
group	0.25	0.0	0.5
82k	0.0	0.5	0.0
tahr	0.0	0.0	1.0
interesting	0.472222222222	0.0	0.0555555555556
espn-	0.0	0.0	1.0
yorkshire	0.25	0.0	0.5
espn2	0.0	0.0	1.0
coaching	0.25	0.0	0.5
writers	0.0	0.0	1.0
fright	0.0	0.0	1.0
listing	0.333333333333	0.0	0.333333333333
policy	0.0833333333333	0.416666666667	0.0
mail	0.136363636364	0.181818181818	0.363636363636
main	0.208333333333	0.0833333333333	0.416666666667
botched	0.0	0.5	0.0
conquest	0.5	0.375	0.0
texas	0.119047619048	0.0	0.761904761905
prime	0.1	0.0	0.8
britian	0.5	0.0	0.0
finance	0.25	0.0	0.5
views	0.333333333333	0.166666666667	0.0
reallystupid	0.0	0.5	0.0
kcrgfnl	0.0	0.0	1.0
killer	0.5	0.1875	0.0
kirkfranklin's	0.5	0.0	0.0
sooner	0.5	0.0	0.0
tucker	0.5	0.0	0.0
lunch	0.28125	0.03125	0.375
killem	0.0	0.5	0.0
safari	0.0	0.0	1.0
gate	0.0	0.0	1.0
impressions	0.0	0.5	0.0
premeirship	0.5	0.0	0.0
rolandt125	0.0	0.5	0.0
tchr	0.0	0.0	1.0
killed	0.05	0.25	0.4
diet's	0.0	0.0	1.0
aft	0.5	0.0	0.0
getaways	0.0	0.0	1.0
attorneys	0.0	0.0	1.0
deniszhirov	0.0	0.0	1.0
henryville's	0.5	0.0	0.0
missmayiband	0.0	0.5	0.0
settings	0.0	0.0	1.0
arrows	0.0	0.0	1.0
engadget	0.0	0.0	1.0
boehner	0.0526315789474	0.210526315789	0.473684210526
careless	0.0	0.392857142857	0.714285714286
pinball	0.5	0.0	0.0
maher	0.0	0.0	1.0
rock	0.259259259259	0.0185185185185	0.444444444444
deandre	0.5	0.0	0.0
limit	0.5	0.0	0.0
brighton	0.5	0.0	0.0
manubiebz	0.0	0.5	0.0
cheekily	0.0	0.5	0.0
serpong	0.5	0.0	0.0
stifled	0.5	0.0	0.0
johnn	0.0	0.5	0.0
latin	0.5	0.0	0.0
om-d	0.0	0.0	1.0
134	0.125	0.0	0.75
16times	0.0	0.0	1.0
alexndria	0.0	0.5	0.0
unlock	0.0	0.0	1.0
gruden	0.0	0.0	1.0
jimboflynn9	0.0	0.0	1.0
preaching	0.5	0.0	0.0
hehasfourbrot	0.5	0.0	0.0
rivalry	0.0	0.0	1.0
oldhabitspawwl	0.5	0.0	0.0
girl	0.264705882353	0.0735294117647	0.323529411765
magicantonio	0.0	0.0	1.0
jackieee_leen	0.0	0.0	1.0
wade's	0.0	0.5	0.0
canada	0.166666666667	0.0	0.666666666667
living	0.178571428571	0.107142857143	0.428571428571
yes,	0.0	0.0	1.0
jackson	0.118421052632	0.0789473684211	0.605263157895
evanescence	0.333333333333	0.0	0.333333333333
3rd	0.164974619289	0.0964467005076	0.477157360406
gonzales	0.0	0.0	1.0
multiplayer	0.0	0.0	1.0
skyline	0.25	0.0	0.5
bourneyr	0.0	0.5	0.0
07:30	0.0	0.0	1.0
lion_heartv	0.0	0.0	1.0
tutus18	0.0	0.0	1.0
wu's	0.5	0.0	0.0
miles	0.25	0.0	0.5
pamela	0.5	0.0	0.0
smells	0.25	0.0	0.5
belluvaz	0.0	0.0	1.0
dutch	0.0	0.0	1.0
cabri	0.0	0.0	1.0
lovesgotaholdonme	0.0	0.0	1.0
sensor	0.0	0.0	1.0
correct	0.479166666667	0.0	0.666666666667
wisest	0.5	0.0	0.0
pelosi's	0.0	0.0	1.0
lag	0.0	0.0	1.0
mercantile	0.0	0.0	1.0
monster	0.0	0.0	1.0
chavs	0.0	0.0	1.0
misterjorgensen	0.0	0.5	0.0
sideways	0.0	0.0	1.0
702johnrobbie	0.0	0.5	0.0
pumping	0.0	0.0	1.0
brooks	0.0	0.0	1.0
brittanymariep	0.5	0.0	0.0
romans	0.0	0.0	1.0
jakeclemons	0.5	0.0	0.0
goty	0.5	0.0	0.0
california	0.25	0.0	0.5
vinyl	0.0	0.0	1.0
bree_our_guest	0.5	0.0	0.0
koscheck	0.0	0.0	1.0
mycloset_italia	0.5	0.0	0.0
gots	0.5	0.0	0.0
galafianakis	0.5	0.0	0.0
keith	0.142857142857	0.107142857143	0.5
gotw	0.0	0.0	1.0
bagatelle	0.0	0.0	1.0
advance	0.285714285714	0.0	0.428571428571
quadrotor	0.0	0.0	1.0
jakes	0.0	0.0	1.0
language	0.1	0.3	0.2
rightwingparanoia	0.5	0.0	0.0
appleland	0.0	0.5	0.0
snapback	0.0	0.0	1.0
funky	0.5	0.0	0.0
mesh	0.0	0.5	0.0
nufc	0.194444444444	0.138888888889	0.333333333333
tressawill	0.5	0.0	0.0
yest	0.5	0.0	0.0
yess	0.5	0.0	0.0
waited	0.0	0.25	0.5
lay	0.125	0.25	0.25
flighttimeradio	0.0	0.0	1.0
michelle_foy1	0.0	0.5	0.0
business-friendly	0.0	0.0	1.0
ki-moon	0.0	0.0	1.0
malkin	0.0	0.1	0.8
apocalypse	0.0	0.0	1.0
lone	0.0625	0.25	0.5
rachel	0.2	0.0	0.6
crib	0.333333333333	0.0	0.333333333333
712-432-0900	0.0	0.0	1.0
dega	0.0	0.0	1.0
conside	0.0	0.0	1.0
americans	0.1	0.2	0.4
long	0.196202531646	0.0696202531646	0.46835443038
suspended	0.0	0.0	1.0
suing	0.0	0.5	0.0
carry	0.0	0.166666666667	0.666666666667
sounds	0.260869565217	0.0652173913043	0.347826086957
fiji	0.0	0.5	0.0
cheesy	0.0	0.9375	0.0
iebc	0.0454545454545	0.227272727273	0.454545454545
skeuomorphic	0.0	0.0	1.0
^th	0.5	0.0	0.0
1s	0.0	0.125	0.75
disappointment	0.0	0.875	0.0
arch	0.5	0.0	0.0
slept	0.25	0.3125	0.0
autocrat	0.0625	0.5	0.0
itching	0.5625	0.0	0.0
beermen	0.0	0.0	1.0
monthsary	0.5	0.0	0.0
caodiane	0.0	0.0	1.0
1d	0.5	0.0	0.0
alfred	0.5	0.0	0.0
mybaby	0.0	0.5	0.0
nikon's	0.5	0.0	0.0
speaking	0.3125	0.125	0.625
bloodshed	0.0	0.0	1.0
meme	0.0	0.0	1.0
paved	0.0	0.0	1.0
eyes	0.40625	0.0625	0.5625
does'nt	0.0	0.5	0.0
responsible	0.3125	0.0	1.0
fd7	0.0	0.0	1.0
140,000	0.0	0.0	1.0
d**k	0.142857142857	0.285714285714	0.142857142857
itsbeentolong	0.0	0.5	0.0
moscow	0.0	0.5	0.0
15.95	0.0	0.0	1.0
memi	0.5	0.0	0.0
repatriate	0.0	0.0	1.0
pompano	0.0	0.0	1.0
broadcast	0.166666666667	0.0555555555556	0.555555555556
amin	0.5	0.0	0.0
bookmaker	0.0	0.0	1.0
eyed	0.0	0.0	1.0
dunkinboston	0.0	0.0	1.0
butt	0.214285714286	0.214285714286	0.142857142857
teaneck	0.0	0.0	1.0
correctness	0.375	0.5	0.0
13-8	0.5	0.0	0.0
11	0.104166666667	0.0625	0.666666666667
10	0.123376623377	0.0454545454545	0.662337662338
13	0.166666666667	0.0	0.666666666667
12	0.186046511628	0.0581395348837	0.511627906977
15	0.197674418605	0.0	0.604651162791
14	0.142857142857	0.047619047619	0.619047619048
17	0.0833333333333	0.0	0.833333333333
16	0.192307692308	0.00961538461538	0.596153846154
19	0.147058823529	0.0882352941176	0.529411764706
18	0.166666666667	0.047619047619	0.571428571429
midtown	0.0	0.0	1.0
1#	0.5	0.0	0.0
protected	0.5	0.375	0.0
terrance	0.0	0.0	1.0
eth38	0.0	0.0	1.0
venture	0.125	0.0	1.0
rerread/listen	0.5	0.0	0.0
1-	0.25	0.0	0.5
declares	0.0	0.0	1.0
karlis	0.0	0.5	0.0
coconut	0.0	0.5	0.0
immandaschmidt's	0.0	0.0	1.0
wnc	0.0	0.0	1.0
topics	0.5	0.0	0.0
marijuana	0.15	0.2	0.3
jspace	0.0	0.0	1.0
talib	0.0	0.0	1.0
starcharold	0.0	0.5	0.0
winding	0.0	0.0625	1.0
6-7pm	0.0	0.0	1.0
conspiracy	0.0	0.0	1.0
adele	0.0	0.0	1.0
hatinggreenday	0.0	0.5	0.0
matt_weck	0.0	0.0	1.0
kidlatdakila	0.0	0.0	1.0
voiced	0.0	0.5	0.0
maribor	0.0	0.0	1.0
snighter	0.5	0.0	0.0
occupied	0.0	0.0	1.0
calendar	0.25	0.0	0.5
kevin	0.166666666667	0.12962962963	0.407407407407
umes	0.0	0.5	0.0
squat	0.0	0.0	1.0
kath	0.5	0.0	0.0
lagana	0.0	0.0	1.0
+23	0.5	0.0	0.0
editing	0.5	0.0	0.0
answering	0.25	0.25	0.25
middletown	0.0	0.0	1.0
shocked	0.375	0.25	0.0
drlindseyduncan	0.5	0.0	0.0
potential	0.333333333333	0.0	0.333333333333
t-bag	0.0	0.5	0.0
designs	0.0	0.0	1.0
britney's	0.0	0.166666666667	0.666666666667
bbb	0.5	0.0	0.0
bailey	0.125	0.0	0.75
performance	0.25	0.03125	0.4375
kylegeller10	0.0	0.5	0.0
channel	0.216666666667	0.0833333333333	0.4
jungle	0.230769230769	0.0	0.538461538462
bets	0.2	0.0	0.6
200	0.125	0.0	0.75
203	0.0	0.0	1.0
frost	0.0	0.0	1.0
pain	0.166666666667	0.0	0.666666666667
theatre	0.234693877551	0.0204081632653	0.489795918367
hotspurkeeno	0.0	0.5	0.0
track	0.269230769231	0.0384615384615	0.384615384615
enter	0.166666666667	0.0	0.666666666667
dexter	0.328125	0.078125	0.1875
paid	0.272727272727	0.0909090909091	0.272727272727
insanity	0.125	0.0	1.0
rehearsal	0.25	0.0	0.5
kyusslives	0.5	0.0	0.0
assault	0.125	0.125	0.5
omelette	0.0	0.5	0.0
20%	0.0	0.5	0.0
queeny	0.0	0.0	1.0
mcguinness	0.0	0.0	1.0
pair	0.0	0.0	1.0
defendourcoast	0.0	0.0	1.0
conspicuous	0.0	0.5	0.0
queens	0.125	0.125	0.75
f'ball	0.5	0.0	0.0
linka01	0.0	0.5	0.0
fd6	0.0	0.0	1.0
usccb	0.5	0.0	0.0
refunds	0.0	0.0	1.0
m&a	0.0	0.0	1.0
peckbros	0.5	0.0	0.0
11-2pm	0.0	0.0	1.0
thunderdome	0.0	0.0	1.0
properly	0.5	0.0	0.0
voodoo	0.0	0.0625	1.0
+2c	0.0	0.5	0.0
chawla	0.0	0.0	1.0
lindsay	0.0	0.5	0.0
sigma	0.0	0.0	1.0
letsgetthatwin	0.5	0.0	0.0
noshortcuts	0.0	0.0	1.0
shop	0.09375	0.0	0.8125
rating	0.55	0.1	0.2
shor	0.0	0.0	1.0
playoffs	0.2	0.0666666666667	0.466666666667
unhedmc	0.0	0.0	1.0
show	0.226130653266	0.0427135678392	0.462311557789
ghana	0.0	0.0	1.0
-pm	0.0	0.0	1.0
salon	0.0	0.0	1.0
rep.	0.0	0.0	1.0
bedside	0.0	0.5625	0.0
supplemental	0.0	0.0	1.0
corner	0.15	0.05	0.6
label	0.5	0.0	0.0
takin	0.5	0.0	0.0
estou	0.0	0.0	1.0
realblackcoffee	0.5	0.0	0.0
glue	0.0	0.5	0.0
fanmeeting	0.0	0.0	1.0
dice	0.166666666667	0.0	0.666666666667
mubarak	0.25	0.0	0.5
reaganpitt	0.5	0.0	0.0
pede	0.0	0.0	1.0
winnipegjets	0.0	0.0	1.0
storms	0.0	0.0625	1.0
argopariadji	0.5	0.0	0.0
supported	0.125	0.25	0.5
analytic	0.5	0.0	0.0
black	0.120535714286	0.0669642857143	0.625
ceremonies	0.25	0.0	1.0
sun/moon	0.5	0.0	0.0
walgreens	0.25	0.0	0.5
lou's	0.0	0.0	1.0
enthusiasm	0.1875	0.0	1.0
awareness	0.25	0.0	1.0
outclassed	0.5	0.0	0.0
scubaselia	0.5	0.0	0.0
ranking	0.0	0.5	0.0
ishhh	0.5	0.0	0.0
un-american	0.0	0.5	0.0
contracts	0.5	0.0	0.0
zen	0.25	0.25	0.0
httr24_7	0.5	0.0	0.0
marlborough	0.0	0.0	1.0
reps	0.0	0.0	1.0
thestarkknight	0.0	0.0	1.0
8-10	0.0	0.0	1.0
hiddi	0.0	0.0	1.0
gea	0.0	0.0	1.0
_oglena	0.0	0.0	1.0
world's	0.0	0.0	1.0
sanitisers	0.5	0.0	0.0
gej	0.0	0.0	1.0
comedy/sport	0.5	0.0	0.0
keiffer's	0.0	0.5	0.0
lo3o2	0.0	0.0	1.0
2mo	0.5	0.0	0.0
gem	0.625	0.0	0.0
gel	0.0	0.0	1.0
photos/video	0.0	0.0	1.0
thehawk4probowl	0.5	0.0	0.0
skull	0.0	0.0	1.0
tobias31	0.0	0.0	1.0
$2	0.375	0.0	0.25
busiest	0.0	0.0	1.0
lechon	0.0	0.0	1.0
morning	0.239819004525	0.0610859728507	0.398190045249
zion	0.5	0.0	0.0
stupid	0.0	0.5625	0.0
trujohnson2	0.5	0.0	0.0
00:11:11	0.0	0.0	1.0
miley	0.125	0.0	0.75
finishing	0.0	0.0	1.0
gps	0.0	0.0	1.0
nickmangold	0.5	0.0	0.0
rudd's	0.0	0.5	0.0
dempsey	0.0	0.5	0.0
declared	0.0	0.0	1.0
bbcbreaking	0.0	0.5	0.0
honesty	0.25	0.25	0.5
mycareer	0.0	0.0	1.0
caseyface	0.0	0.0	1.0
lololololololol	0.5	0.0	0.0
gotk's	0.0	0.0	1.0
seat	0.0555555555556	0.111111111111	0.666666666667
huckabee	0.0	0.0	1.0
pantages	0.5	0.0	0.0
sean	0.0	0.0	1.0
kermit	0.125	0.0625	0.625
seal	0.0	0.166666666667	0.666666666667
?!?!?	0.0	0.125	0.75
joshuaplethora	0.5	0.0	0.0
vita	0.08	0.06	0.72
thecivilwars	0.25	0.0	0.5
stad	0.0	0.0	1.0
william	0.166666666667	0.166666666667	0.333333333333
jennyvrentas	0.0	0.0	1.0
jits	0.0	0.0	1.0
cb's	0.0	0.5	0.0
ronaldo's	0.0	0.5	0.0
24/7	0.0	0.0	1.0
mosh	0.0	0.5	0.0
robcitrullo	0.0	0.5	0.0
forecast	0.125	0.0	0.75
boundaries	0.0	0.0	1.0
tville	0.0	0.5	0.0
pump	0.166666666667	0.166666666667	0.333333333333
gaga	0.336956521739	0.152173913043	0.521739130435
sherwoodhonda1	0.5	0.0	0.0
diamonds	0.0	0.0	1.0
cbc	0.25	0.0	0.5
datsuns	0.0	0.0	1.0
reading	0.28125	0.03125	0.5
saha's	0.5	0.0	0.0
oversized	0.5	0.0	0.0
rupp	0.214285714286	0.0	0.571428571429
tux	0.0	0.0	1.0
2:08	0.0	0.5	0.0
macfarlane	0.0	0.5	0.0
august	0.185897435897	0.00641025641026	0.615384615385
parent	0.1875	0.0625	0.5
jt	0.25	0.0	0.5
crucified	0.0	0.0	1.0
jr	0.136363636364	0.136363636364	0.454545454545
killing	0.0	0.333333333333	0.333333333333
myles_collier21	0.0	0.0	1.0
jo	0.0	0.25	0.5
fantomk_music	0.0	0.0	1.0
singers	0.2	0.1	0.4
je	0.333333333333	0.0	0.333333333333
unlv	0.0	0.0	1.0
chrisgethard	0.0	0.0	1.0
lopez	0.0555555555556	0.111111111111	0.666666666667
coupons	0.5	0.0	0.0
kyledake444	0.0	0.0	1.0
mom&davide	0.5	0.0	0.0
dates	0.0	0.1	0.8
fried	0.0384615384615	0.153846153846	0.615384615385
rugby	0.113636363636	0.159090909091	0.454545454545
pretavoyager	0.5	0.0	0.0
tuck	0.0	0.5	0.0
chelsea	0.142857142857	0.107142857143	0.5
_justanother1	0.0	0.5	0.0
trades	0.5	0.0	0.0
$20m	0.0	0.0	1.0
78%	0.0	0.0	1.0
tour	0.218181818182	0.0818181818182	0.4
patrons	0.5	0.0	0.0
dated	0.0	0.0	1.0
twoglovesgolf	0.5	0.0	0.0
cubluecrew	0.0	0.0	1.0
spare	0.375	0.0	0.5
traded	0.166666666667	0.0	0.666666666667
ascolese11	0.5	0.0	0.0
12:05	0.0	0.0	1.0
jendres6	0.5	0.0	0.0
12:00	0.0	0.0	1.0
6:30	0.21875	0.0	0.5625
cancer	0.0	0.25	0.5
randall	0.1	0.0	0.8
6:39	0.0	0.0	1.0
nimitz	0.0	0.0	1.0
possessive	0.0	0.125	1.0
parkcrest	0.0	0.0	1.0
grants	0.166666666667	0.0	0.666666666667
everton's	0.0	0.0	1.0
macandcheese	0.0	0.5	0.0
cancel	0.0	0.25	0.5
carribugbee	0.0	0.0	1.0
starman	0.0	0.0	1.0
arts	0.298611111111	0.0	0.777777777778
tuc	0.0	0.0	1.0
chhatrapati	0.0	0.0	1.0
mara	0.0	0.0	1.0
capable	0.5	0.0	0.0
barry	0.0	0.0	1.0
geekgirl	0.5	0.0	0.0
kate	0.0	0.0	1.0
ucla	0.0	0.25	0.5
columbia	0.0	0.0	1.0
mark	0.111111111111	0.111111111111	0.555555555556
insensitive	0.0	0.5	0.0
workshop	0.21875	0.0	0.5625
parliment	0.0	0.0	1.0
mars	0.222222222222	0.173611111111	0.333333333333
constituencies	0.0	0.0	1.0
naruto	0.0	0.0	1.0
borders	0.0	0.0	1.0
jett	0.222222222222	0.0555555555556	0.444444444444
mary	0.375	0.0	0.25
regionals	0.5	0.0	0.0
phillip	0.5	0.0	0.0
duck_noire	0.5	0.0	0.0
chalet	0.5	0.0	0.0
shopping	0.147058823529	0.0882352941176	0.529411764706
realtalk	0.25	0.0	0.5
raleighnews	0.5	0.0	0.0
offered	0.136363636364	0.0909090909091	0.545454545455
bmi	0.5	0.0	0.0
brooklynnets	0.0	0.0	1.0
>_<	0.0	0.5	0.0
bmp	0.0	0.0	1.0
dramatic	0.25	0.0	1.0
wake	0.166666666667	0.166666666667	0.333333333333
deron	0.5	0.0	0.0
catania	0.0	0.0	1.0
servicing	0.0	0.0	1.0
dexter's	0.5	0.0	0.0
ccfc	0.5	0.0	0.0
bontet	0.5	0.0	0.0
megavideo	0.0	0.5	0.0
^	0.5	0.0	0.0
sound	0.228571428571	0.0714285714286	0.4
disconnected	0.0625	0.0	1.0
sayang	0.0	0.0	1.0
jkashinfluence	0.0	0.0	1.0
mrjimbob	0.5	0.0	0.0
10/27	0.5	0.0	0.0
cthreeo3	0.5	0.0	0.0
ongoing	0.0	0.0	1.0
ignition	0.0	0.0	1.0
johnvoce	0.0	0.0	1.0
bicester	0.0	0.0	1.0
cancelled	0.0714285714286	0.357142857143	0.142857142857
investigating	0.0	0.5	0.0
novella	0.5	0.0	0.0
centerfield	0.0	0.0	1.0
10/20	0.0	0.0	1.0
postseason	0.0	0.0	1.0
abouut	0.0	0.0	1.0
acidalumni	0.0	0.0	1.0
seein	0.5	0.0	0.0
sarahhanan	0.5	0.0	0.0
1:30	0.125	0.125	0.5
rubbing	0.0	0.5	0.0
strait	0.25	0.0	0.5
tccic	0.5	0.0	0.0
marcel	0.0	0.0625	1.0
sleeping	0.1875	0.0625	0.5
0:54	0.0	0.0	1.0
sudden	0.0	0.5	0.5
farewell	0.0	0.0	1.0
roeconn	0.5	0.0	0.0
tigerwoods	0.5	0.0	0.0
loosing	0.1875	0.5	0.0
shippuden	0.0	0.0	1.0
djmizuhara	0.0	0.5	0.0
everyday	0.335227272727	0.0	0.454545454545
woken	0.0	0.0	1.0
cntrltour	0.0	0.0	1.0
bags	0.0	0.0	1.0
oilers	0.0	0.0	1.0
doubting	0.5	0.0625	0.0
doctor	0.111111111111	0.0555555555556	0.666666666667
balik	0.0	0.0	1.0
pay	0.178571428571	0.107142857143	0.428571428571
kayvan	0.0	0.0	1.0
glastonbury	0.0	0.0	1.0
alsip	0.0555555555556	0.0	0.888888888889
cabana	0.0	0.0	1.0
h&m's	0.0	0.0	1.0
paa	0.5	0.0	0.0
compiling	0.0	0.0	1.0
speech	0.131578947368	0.157894736842	0.421052631579
o'brien	0.0	0.0	1.0
pjd	0.5	0.0	0.0
5:53	0.0	0.0	1.0
struggling	0.166666666667	0.291666666667	0.333333333333
lovelybadtweets	0.5	0.0	0.0
pal	0.0625	0.0	1.0
pam	0.5	0.0	0.0
wimbledon	0.0	0.0	1.0
residency	0.5	0.0	0.0
oil	0.25	0.3125	0.0
raheem_ordie	0.0	0.0	1.0
oii	0.5	0.0	0.0
rainbow	0.5	0.0	0.0
10-27	0.5	0.0	0.0
assist	0.0357142857143	0.0	0.928571428571
munch	0.0	0.0	1.0
safc	0.0833333333333	0.166666666667	0.5
cyberzone	0.5	0.0	0.0
running	0.0833333333333	0.138888888889	0.555555555556
realmadridfc_	0.0	0.0	1.0
arguments	0.0	0.0	1.0
ibgdrgn	0.5	0.0	0.0
cuties	0.5	0.0	0.0
totally	0.28125	0.09375	0.25
levi_tation	0.5	0.0	0.0
middleweight	0.0	0.0	1.0
kcabe21	0.5	0.0	0.0
bane	0.0	0.3125	1.0
cannavaro	0.1	0.2	0.4
drain	0.5	0.0	0.0
rec	0.0	0.0	1.0
conor	0.5	0.0	0.0
intermittent	0.0	0.0	1.0
markus	0.5	0.0	0.0
wellington	0.0	0.0	1.0
fridays	0.0	0.0	1.0
ranta	0.5	0.0	0.0
muya	0.0	0.0	1.0
juliecrawley25	0.0	0.0	1.0
solve	0.0	0.5	0.0
bottle	0.25	0.0833333333333	0.333333333333
lakefront	0.0	0.5	0.0
bumping	0.5	0.0	0.0
amazed	0.0	0.0	1.0
jmcurleybar	0.5	0.0	0.0
gates	0.25	0.0	0.5
jazzed	0.5	0.0	0.0
affair	0.6875	0.0	0.0
gangs	0.0	0.5	0.0
5th-star	0.0	0.0	1.0
yingullmann	0.5	0.0	0.0
money	0.152173913043	0.0869565217391	0.521739130435
swimfanatic454	0.5	0.0	0.0
alan_hinton	0.5	0.0	0.0
worldcup	0.0	0.0	1.0
wifey	0.166666666667	0.0	0.666666666667
bobandy1	0.5	0.0	0.0
kingswaggyy	0.0	0.0	1.0
comeon	0.0	0.0	1.0
wifes	0.0	0.0	1.0
villas-boas	0.0909090909091	0.0454545454545	0.727272727273
chrisjennings09	0.0	0.0	1.0
clueless	0.0	0.75	0.0
madrid's	0.5	0.0	0.0
dame	0.166666666667	0.0	0.666666666667
nas	0.0	0.0	1.0
maddelinesmith	0.0	0.0	1.0
tourism	0.0	0.0	1.0
nbcnews	0.0	0.0	1.0
guested	0.5	0.0	0.0
asot	0.0	0.0	1.0
heavenforgiveme	0.0	0.0	1.0
meteorite	0.5	0.0	0.0
perth	0.0	0.0	1.0
4	0.236301369863	0.0547945205479	0.417808219178
juddmonte	0.5	0.0	0.0
dunham	0.5	0.0	0.0
1040	0.5	0.0	0.0
reach	0.0625	0.0	1.0
extensive	0.0	0.0	1.0
pill	0.0	0.0	1.0
daisia__vu	0.0	0.0	1.0
fast-finishing	0.5	0.0	0.0
jake	0.25	0.0	0.5
fucked	0.0	0.4	0.2
zulu	0.125	0.125	0.5
mag-breakout	0.0	0.0	1.0
docks	0.5	0.0	0.0
cboe	0.0	0.5	0.0
admitting	0.0	0.5	0.0
antwannettebond	0.5	0.0	0.0
bergkamp	0.0	0.0	1.0
chainsaw	0.0	0.0	1.0
pleaseohplease	0.5	0.0	0.0
grid	0.0	0.5	0.0
mon	0.181818181818	0.0681818181818	0.5
mom	0.25	0.0714285714286	0.357142857143
mob	0.1	0.1	0.6
moa	0.5	0.0	0.0
innovations	0.0	0.0	1.0
disappointed	0.125	0.25	0.25
raina	0.5	0.0	0.0
grin	0.5625	0.0	0.0
christina	0.4375	0.0625	0.0
beachwalk	0.0	0.0	1.0
willian	0.0	0.0	1.0
adams	0.25	0.0833333333333	0.333333333333
16yrs	0.0	0.0	1.0
give-aways	0.5	0.0	0.0
dimaahhh	0.5	0.0	0.0
pilove	0.5	0.0	0.0
repubs	0.0	0.5	0.0
lightning	0.0	0.0	1.0
facing	0.25	0.0833333333333	0.333333333333
chamber	0.0555555555556	0.111111111111	0.666666666667
audience	0.5	0.0	0.0
platoon	0.0	0.0	1.0
laughing	0.279661016949	0.329096045198	0.282485875706
robbery	0.5	0.0	0.0
served	0.125	0.0	0.75
karmalitam	0.5	0.0	0.0
escalators	0.0	0.0	1.0
england''s	0.0	0.0	1.0
skinnycuh	0.0	0.0	1.0
sneaker	0.0	0.0	1.0
jews	0.0	0.0	1.0
doll	0.0	0.0	1.0
titan	0.0625	0.0	1.0
pronounce	0.5	0.0	0.0
archerdevil	0.0	0.0	1.0
chuck	0.0	0.0	1.0
;-))	0.5	0.0	0.0
sunsport	0.0	0.0	1.0
wigan	0.0	0.0	1.0
leighfrancis	0.375	0.0	0.25
vampy04	0.0	0.0	1.0
johnmoug	0.0	0.0	1.0
images	0.125	0.0	0.75
dhafrah	0.0	0.0	1.0
southside	0.25	0.0	0.5
thetalk_cbs	0.0	0.0	1.0
joan	0.25	0.0	0.5
matching	0.5	0.0	0.0
gross	0.5	0.0	0.0
carmona	0.0	0.0	1.0
outs	0.125	0.125	0.5
ellis	0.0416666666667	0.0416666666667	0.833333333333
confirm	0.25	0.0	0.5
clhrday	0.0	0.0	1.0
pa's	0.0	0.5	0.0
kmi	0.5	0.0	0.0
kmw	0.0	0.0	1.0
ritchie_warden9	0.0	0.0	1.0
ellie	0.5	0.0	0.0
critical	0.166666666667	0.0	0.666666666667
art2u2	0.0	0.0	1.0
aussie	0.3	0.05	0.3
affiliate	0.0	0.0	1.0
moderate	0.125	0.0	1.0
wilmington	0.0	0.0	1.0
jonathancape	0.0	0.0	1.0
oldfield	0.0	0.5	0.0
elite_rickito	0.5	0.0	0.0
msjoseline	0.0	0.0	1.0
guillembalague	0.0	0.5	0.0
smiley	0.0	0.0	1.0
marisssx3	0.0	0.5	0.0
seconds	0.125	0.0	0.75
1xtra's	0.0	0.0	1.0
lukeymoore	0.5	0.0	0.0
plzzz	0.5	0.0	0.0
broken	0.142857142857	0.205357142857	0.428571428571
labyrinth	0.0	0.0	1.0
visits	0.0	0.0	1.0
drums	0.25	0.0	0.5
senran	0.5	0.0	0.0
16:01	0.5	0.0	0.0
seconda	0.0	0.0	1.0
icis)	0.0	0.0	1.0
gazette	0.5	0.0	0.0
art&astrology	0.0	0.0	1.0
booms	0.5	0.0	0.0
helping	0.333333333333	0.0	0.333333333333
eli's	0.5	0.0	0.0
thatsthekindofdayitsbeen	0.5	0.0	0.0
yeahhh	0.5	0.0	0.0
stations	0.5	0.0	0.0
